"adshex","class","duration1","duration2","duration3","duration4","duration5","boxes1","boxes2","boxes3","boxes4","boxes5","speed1","speed2","speed3","speed4","speed5","altitude1","altitude2","altitude3","altitude4","altitude5","steer1","steer2","steer3","steer4","steer5","steer6","steer7","steer8","flights","squawk_1","observations","type","type2"
"A1624F","surveil",0,0,0.4,0.4,0.2,0,0.2,0.4,0.2,0.2,0.604810996563574,0.309278350515464,0.0274914089347079,0.0120274914089347,0.0463917525773196,0.00859106529209622,0.0189003436426117,0.120274914089347,0.852233676975945,0,0.0412371134020619,0.0429553264604811,0.281786941580756,0.238831615120275,0.0927835051546392,0.243986254295533,0.0240549828178694,0.0171821305841924,5,4756,582,"C206",96
"A1B021","surveil",0.277777777777778,0,0,0,0.722222222222222,0.222222222222222,0.444444444444444,0.333333333333333,0,0,0.456770093963361,0.337321706212398,0.186236733590212,0.0178462786453052,0.0018251875887244,0.00608395862908132,0.00966673426620699,0.0915973771378355,0.762658013925505,0.129993916041371,0.172311228283648,0.363279929696478,0.311228283647671,0.0261610221050497,0.0158182924356114,0.0552288244439938,0.00500236598391131,0.00432637058068005,18,4414,14793,"C208",98
"A1EC96","surveil",0.352112676056338,0.112676056338028,0.112676056338028,0.0985915492957746,0.323943661971831,0.633802816901408,0.323943661971831,0.028169014084507,0.0140845070422535,0,0.411300627812656,0.282682371242847,0.242513472970721,0.0585588088227124,0.00494471915106395,0.0178898827712651,0.309517195399744,0.672592921828991,0,0,0.1927329296072,0.277904328018223,0.237568753819657,0.176120895605311,0.011167287071504,0.0386132562920162,0.00361131173954109,0.0105005833657425,71,4414,17999,"C182",92
"A2104E","surveil",0.222222222222222,0.222222222222222,0.0740740740740741,0,0.481481481481481,0.37037037037037,0.333333333333333,0.259259259259259,0.037037037037037,0,0.345124074880279,0.318132346538964,0.291684806269047,0.0416848062690466,0.00337396604266434,0.0085981715280801,0.179255550718328,0.734218545929473,0.0773835437527209,0.000544188071397475,0.0962124510230736,0.112320417936439,0.169242490204615,0.189812799303439,0.0240531127557684,0.269264257727471,0.0588811493252068,0.0356987374836744,27,312,9188,"C206",96
"A21FBC","surveil",0.178571428571429,0.142857142857143,0.107142857142857,0,0.571428571428571,0.178571428571429,0.357142857142857,0.357142857142857,0.0357142857142857,0.0714285714285714,0.390748528174937,0.349705634987384,0.209083263246426,0.0430613961312027,0.00740117746005046,0.0571068124474348,0.357527333894029,0.388477712363331,0.178889823380992,0.0179983179142136,0.113793103448276,0.129857022708158,0.17973086627418,0.146173254835997,0.0211942809083263,0.277460050462574,0.0554247266610597,0.0264928511354079,28,327,11890,"C206",96
"A22AEF","surveil",0.222222222222222,0.222222222222222,0.222222222222222,0,0.333333333333333,0.333333333333333,0.555555555555556,0.111111111111111,0,0,0.477453580901857,0.330238726790451,0.146551724137931,0.0354774535809019,0.0102785145888594,0.0394562334217507,0.0139257294429708,0.756631299734748,0.189655172413793,0.000331564986737401,0.107427055702918,0.210543766578249,0.225464190981432,0.0875331564986737,0.021551724137931,0.231100795755968,0.0377984084880637,0.0318302387267905,9,4414,3016,"C206",96
"A25CD5","surveil",0.37037037037037,0.185185185185185,0.148148148148148,0,0.296296296296296,0.37037037037037,0.259259259259259,0.259259259259259,0.0740740740740741,0.037037037037037,0.798586572438163,0.109035840484604,0.0747097425542655,0.0103483089348814,0.00731953558808683,0.0143866733972741,0.550479555779909,0.174659262998486,0.260222110045432,0.000252397778899546,0.112821807168097,0.176173649671883,0.204442200908632,0.218071680969207,0.0300353356890459,0.154215042907622,0.0297829379101464,0.0302877334679455,27,4415,3962,"C206",96
"A29A7D","surveil",0.178571428571429,0.285714285714286,0.178571428571429,0.0357142857142857,0.321428571428571,0.214285714285714,0.392857142857143,0.321428571428571,0.0714285714285714,0,0.614820143884892,0.200719424460432,0.174388489208633,0.00676258992805755,0.00330935251798561,0.0018705035971223,0.16273381294964,0.72273381294964,0.112661870503597,0,0.165179856115108,0.261726618705036,0.164604316546763,0.245611510791367,0.0261870503597122,0.0646043165467626,0.00820143884892086,0.0162589928057554,28,4414,6950,"C182",92
"A2B573","surveil",0.277777777777778,0.333333333333333,0.166666666666667,0,0.222222222222222,0.611111111111111,0.222222222222222,0.166666666666667,0,0,0.333642261353105,0.357738646895273,0.198331788693234,0.0556070435588508,0.0546802594995366,0,0.0342910101946247,0.856348470806302,0.109360518999073,0,0.180722891566265,0.22613531047266,0.249304911955514,0.170528266913809,0.0352177942539388,0.0528266913809083,0.00741427247451344,0.0250231696014829,18,0,1079,"C182",92
"A2EC92","surveil",0.260869565217391,0.239130434782609,0.152173913043478,0.0652173913043478,0.282608695652174,0.391304347826087,0.543478260869565,0.0652173913043478,0,0,0.676640598435906,0.215062903774226,0.0899353961237674,0.0130907854471268,0.00527031621897314,0.0266916014960898,0.0450527031621897,0.378442706562394,0.543522611356681,0.00629037742264536,0.154029241754505,0.173070384223053,0.210812648758926,0.289527371642299,0.0251615096905814,0.0584835090105406,0.0083304998299898,0.0391023461407684,46,4414,5882,"T206",418
"A2F6FD","surveil",0.260869565217391,0.0652173913043478,0.119565217391304,0.119565217391304,0.434782608695652,0.521739130434783,0.369565217391304,0.0760869565217391,0.0217391304347826,0.0108695652173913,0.556840009778926,0.294729857157825,0.116159675898439,0.0279048650158908,0.00436559214891908,0.0187545838717564,0.25690636677959,0.673139384626131,0.051199664722523,0,0.199629797785772,0.254287011490239,0.296755491914923,0.124576537561555,0.0157161317361087,0.0413159640973702,0.00426081793734502,0.0108266685293193,92,4414,28633,"C182",92
"A32309","surveil",0.0833333333333333,0.0833333333333333,0.111111111111111,0.166666666666667,0.555555555555556,0.0555555555555556,0.388888888888889,0.361111111111111,0.0833333333333333,0.111111111111111,0.25644072373751,0.423980556305698,0.252119902781529,0.056008641641912,0.0114501755333513,0.0278692951660816,0.0246286794490953,0.0704833918444504,0.815879017013233,0.0611396165271402,0.171968674048069,0.302295436132865,0.306724277612746,0.0750742641101809,0.0243046178773967,0.0630839859573319,0.00626519038617337,0.00826357007831488,36,4414,18515,"C208",98
"A34193","surveil",0.333333333333333,0.333333333333333,0.222222222222222,0,0.111111111111111,0.555555555555556,0.333333333333333,0,0,0.111111111111111,0.449624060150376,0.404511278195489,0.130827067669173,0.00451127819548872,0.0105263157894737,0.0601503759398496,0.177443609022556,0.554887218045113,0.207518796992481,0,0.115789473684211,0.124812030075188,0.285714285714286,0.178947368421053,0.0902255639097744,0.148872180451128,0.0105263157894737,0.0105263157894737,9,0,665,"C206",96
"A36622","surveil",0.567567567567568,0.162162162162162,0.189189189189189,0.0810810810810811,0,0.594594594594595,0.324324324324324,0.0540540540540541,0.027027027027027,0,0.59185242121445,0.270561106840892,0.113758647194466,0.0130668716372022,0.01076095311299,0.0576479631053036,0.643351268255188,0.191391237509608,0.1076095311299,0,0.0545734050730208,0.0476556495003843,0.235203689469639,0.278247501921599,0.119139123750961,0.188316679477325,0.0245964642582629,0.0261337432744043,37,0,1301,"C182",92
"A37A7D","surveil",0.422222222222222,0.0888888888888889,0.244444444444444,0.0666666666666667,0.177777777777778,0.555555555555556,0.244444444444444,0.177777777777778,0.0222222222222222,0,0.337623577690729,0.183920910277933,0.415594105577318,0.0567058384629733,0.00615556799104645,0.0119380712553628,0.0317105017720575,0.594851706771125,0.361499720201455,0,0.160790897220668,0.263383697071442,0.159858235403843,0.258533855623951,0.0190263010632345,0.059503823913449,0.00914008580488715,0.0104458123484425,45,224,5361,"C182",92
"A37D92","surveil",0.157894736842105,0.105263157894737,0.210526315789474,0.0526315789473684,0.473684210526316,0.421052631578947,0.157894736842105,0.368421052631579,0.0526315789473684,0,0.90745501285347,0.0747337495409475,0.00826294528094014,0.00348879911861917,0.00605949320602277,0.00183621006243114,0.150201983106867,0.845941975762027,0.00201983106867426,0,0.210429673154609,0.139919206757253,0.0938303341902314,0.10613294160852,0.0123026074182887,0.183804627249357,0.0925449871465296,0.0795078957032685,19,4414,5446,"unknown",444
"A385F0","surveil",0.0540540540540541,0.405405405405405,0.162162162162162,0.027027027027027,0.351351351351351,0.0810810810810811,0.594594594594595,0.324324324324324,0,0,0.745385215356617,0.15625270820695,0.0878758991247075,0.00701967241528729,0.00346650489643817,0.00259987867232862,0.0725366149579686,0.777103735159026,0.147759771210677,0,0.151572926596759,0.30331917843834,0.221856313372043,0.196550827628044,0.0201923910217523,0.0483577433053124,0.00537308258947916,0.0129993933616431,37,4414,11539,"C182",92
"A3F372","surveil",0.234042553191489,0.191489361702128,0.106382978723404,0.234042553191489,0.234042553191489,0.25531914893617,0.212765957446809,0.212765957446809,0.297872340425532,0.0212765957446809,0.675143560295324,0.214315012305168,0.0695242001640689,0.0246103363412633,0.0164068908941756,0.0256357670221493,0.210828547990156,0.168170631665299,0.355209187858901,0.240155865463495,0.0609105824446267,0.066447908121411,0.225799835931091,0.328137817883511,0.0816242821985234,0.174118129614438,0.0149712879409352,0.0188679245283019,47,4405,4876,"T206",418
"A3F66C","surveil",0.0163934426229508,0.0655737704918033,0.0163934426229508,0.0327868852459016,0.868852459016393,0.0819672131147541,0.114754098360656,0.39344262295082,0.377049180327869,0.0327868852459016,0.22343002909846,0.654023150581328,0.122316083629232,0.000230736690979477,0,0.211329171527092,0.298932201868967,0.273371703990463,0.213021240594275,0.00334568201920242,0.0277781338529182,0.122739100896027,0.298509184602171,0.327402545794824,0.100383279281127,0.100614015972106,0.00449936547409981,0.00332004460909359,61,4400,78011,"T206",418
"A41050","surveil",0.375,0.25,0.125,0.125,0.125,0.75,0.125,0.0625,0,0.0625,0.679432624113475,0.246808510638298,0.0184397163120567,0.0524822695035461,0.00283687943262411,0.0921985815602837,0.268085106382979,0.0624113475177305,0.577304964539007,0,0.0156028368794326,0.0141843971631206,0.165957446808511,0.622695035460993,0.0780141843971631,0.0595744680851064,0.00709219858156028,0.0184397163120567,16,1374,705,"C182",92
"A4349B","surveil",0.130434782608696,0.130434782608696,0.0869565217391304,0.173913043478261,0.478260869565217,0.391304347826087,0.217391304347826,0.260869565217391,0.0434782608695652,0.0869565217391304,0.604972375690608,0.15377532228361,0.165131982811541,0.0512584407612032,0.0248618784530387,0,0.0110497237569061,0.474831184775936,0.514119091467158,0,0.092694904849601,0.151012891344383,0.215469613259669,0.386740331491713,0.0300798035604665,0.0616942909760589,0.00859422958870473,0.019950890116636,23,4415,3258,"C182",92
"A4BC6E","surveil",0.127659574468085,0.0425531914893617,0.0851063829787234,0.106382978723404,0.638297872340426,0.170212765957447,0.212765957446809,0.531914893617021,0.0638297872340425,0.0212765957446809,0.280381553252216,0.438974012317861,0.165014270692504,0.0344374342797056,0.0811927294577137,0.000751089079164789,0.00368033648790747,0.582169145260628,0.399541835661709,0.0138575935105904,0.233851584797957,0.257097791798107,0.192541685443894,0.125356767312603,0.0306444344299234,0.0844599669520805,0.0105903560162235,0.0167492864653748,47,4414,26628,"C182",92
"A4D817","surveil",0.428571428571429,0.214285714285714,0,0.0714285714285714,0.285714285714286,0.714285714285714,0.285714285714286,0,0,0,0.798442906574394,0.116782006920415,0.0761245674740484,0.00605536332179931,0.00259515570934256,0,0.0441176470588235,0.445501730103806,0.51038062283737,0,0.311418685121107,0.179930795847751,0.0968858131487889,0.235294117647059,0.00519031141868512,0.0346020761245675,0.00346020761245675,0.0294117647058824,14,5365,1156,"C182",92
"A51A7C","surveil",0.387096774193548,0.290322580645161,0.161290322580645,0.129032258064516,0.032258064516129,0.419354838709677,0.290322580645161,0.258064516129032,0.032258064516129,0,0.306624605678233,0.406940063091483,0.253627760252366,0.0220820189274448,0.0107255520504732,0.0485804416403786,0.4,0.246687697160883,0.30410094637224,0.000630914826498423,0.0145110410094637,0.0189274447949527,0.25993690851735,0.415772870662461,0.114826498422713,0.138801261829653,0.00694006309148265,0.0082018927444795,31,1200,1585,"C182",92
"A59D5B","surveil",0.205128205128205,0.128205128205128,0.205128205128205,0.102564102564103,0.358974358974359,0.205128205128205,0.230769230769231,0.435897435897436,0.128205128205128,0,0.487538940809969,0.358911296933924,0.126086243646499,0.0180357435645188,0.00942777504508936,0.0122970978848992,0.0182816855222168,0.767830791933104,0.20159042465978,0,0.18175110673881,0.22962780783735,0.260616494507296,0.155025414002295,0.043531726512543,0.0720609936055091,0.0058206263321856,0.00852598786686342,39,4311,12198,"C182",92
"A5B556","surveil",0.277777777777778,0.185185185185185,0.0925925925925926,0.0740740740740741,0.37037037037037,0.5,0.314814814814815,0.185185185185185,0,0,0.514329805996473,0.374338624338624,0.0950176366843034,0.00738536155202822,0.00892857142857143,0.197861552028219,0.0755070546737213,0.711089065255732,0.0146604938271605,0.000881834215167548,0.23776455026455,0.22718253968254,0.209215167548501,0.125330687830688,0.0259038800705467,0.064484126984127,0.0137786596119929,0.0317460317460317,54,4414,9072,"C182",92
"A622CD","surveil",0.115384615384615,0.153846153846154,0.115384615384615,0.115384615384615,0.5,0.0769230769230769,0.615384615384615,0.192307692307692,0.115384615384615,0,0.473713751169317,0.0733395696913003,0.335079513564079,0.110196445275959,0.00767072029934518,0,0,0.00149672591206735,0.696538821328344,0.301964452759588,0.111131898971001,0.271468662301216,0.226566884939196,0.255378858746492,0.0144059869036483,0.0585594013096352,0.00916744621141253,0.0134705332086062,26,4414,5345,"T206",418
"A624B4","surveil",0.222222222222222,0.296296296296296,0.111111111111111,0.0740740740740741,0.296296296296296,0.148148148148148,0.333333333333333,0.444444444444444,0,0.0740740740740741,0.621790540540541,0.195777027027027,0.147635135135135,0.0172297297297297,0.0175675675675676,0.00945945945945946,0.0819256756756757,0.60625,0.302364864864865,0,0.113006756756757,0.192567567567568,0.203040540540541,0.276689189189189,0.0505067567567568,0.0989864864864865,0.0113175675675676,0.0184121621621622,27,4414,5920,"C182",92
"A6286B","surveil",0.13953488372093,0.174418604651163,0.0581395348837209,0.0581395348837209,0.569767441860465,0.267441860465116,0.511627906976744,0.197674418604651,0.0232558139534884,0,0.430178849562275,0.292067243138729,0.216150169182018,0.0430205703850905,0.0185831677318868,0.000349105752188625,0.00894247811375477,0.201971104785434,0.682206348353832,0.10653096299479,0.0889682582308395,0.229926419249154,0.370965143133358,0.195875181266448,0.0139910843761749,0.04823030237929,0.00596165207583651,0.0130780385627585,86,4414,37238,"T206",418
"A62B61","surveil",0.106060606060606,0.0606060606060606,0.159090909090909,0.189393939393939,0.484848484848485,0.0681818181818182,0.143939393939394,0.212121212121212,0.28030303030303,0.295454545454545,0.0618442489410231,0.216617790811339,0.259302704463995,0.211860540892799,0.250374714890844,0.018931247963506,0.00469208211143695,0.0215705441511893,0.129651352231997,0.82515477354187,0.0903551645487129,0.197588791137178,0.287552948843271,0.197360703812317,0.042098403388726,0.123199739328772,0.016454871293581,0.0160638644509612,132,4663,30690,"PC12",357
"A66261","surveil",0.428571428571429,0.142857142857143,0.142857142857143,0,0.285714285714286,0.714285714285714,0.178571428571429,0.107142857142857,0,0,0.674827369742624,0.166352793471438,0.0954174513496547,0.0251098556183302,0.0382925298179535,0,0.0100439422473321,0.989956057752668,0,0,0.163214061519146,0.117388575015694,0.182046453232894,0.333333333333333,0.0207156308851224,0.0747018204645323,0.0150659133709981,0.0351537978656623,28,0,1593,"C182",92
"A66B77","surveil",0.0422535211267606,0.112676056338028,0,0.0704225352112676,0.774647887323944,0.140845070422535,0.0563380281690141,0.422535211267606,0.295774647887324,0.0845070422535211,0.180533955417315,0.472999827198894,0.317435631588042,0.0289657853810264,6.48004147226542e-05,0.0544539485052704,0.1367288750648,0.19848367029549,0.541580266113703,0.0687532400207361,0.0387290478659063,0.0986694314843615,0.31127959218939,0.234987903922585,0.123703991705547,0.152129773630551,0.0138456886124071,0.00730084672541904,71,4406,46296,"T206",418
"A6718E","surveil",0.128571428571429,0.0857142857142857,0.128571428571429,0.128571428571429,0.528571428571429,0.371428571428571,0.428571428571429,0.114285714285714,0.0714285714285714,0.0142857142857143,0.480477823249641,0.286251520849464,0.156896361022011,0.0448512332706559,0.0315230616082292,0.0181395863289459,0.0826789072005309,0.892876894148877,0.00630461232164584,0,0.173266231611547,0.195996018139586,0.147660657006968,0.273144563654463,0.0148213693175534,0.098495741621502,0.0200752129189249,0.0292003097002544,70,4414,18082,"C182",92
"A681E2","surveil",0.448275862068966,0.362068965517241,0.103448275862069,0,0.0862068965517241,0.431034482758621,0.275862068965517,0.275862068965517,0.0172413793103448,0,0.461354309165527,0.199042407660739,0.166552667578659,0.076265389876881,0.0967852257181943,0,0.0536935704514364,0.136798905608755,0.394322845417237,0.415184678522572,0.0721614227086183,0.0957592339261286,0.278043775649795,0.313269493844049,0.0523255813953488,0.124829001367989,0.0164158686730506,0.021203830369357,58,0,2924,"T206",418
"A68960","surveil",0.257575757575758,0.303030303030303,0.121212121212121,0.0909090909090909,0.227272727272727,0.287878787878788,0.5,0.212121212121212,0,0,0.466058017964954,0.377558533352967,0.136651450449124,0.0134000883522309,0.00633190988072449,0.0116330437343543,0.291267854513326,0.667795611839199,0.0293034899131203,0,0.138418495067,0.140921808275659,0.166102194080401,0.39537623324989,0.0306287733765278,0.062582830216463,0.00721543218966279,0.017670446178766,66,4415,6791,"C182",92
"A6C75D","surveil",0.173913043478261,0.347826086956522,0.173913043478261,0.130434782608696,0.173913043478261,0.130434782608696,0.434782608695652,0.304347826086957,0.0869565217391304,0.0434782608695652,0.555803571428571,0.260323660714286,0.157087053571429,0.0234375,0.00334821428571429,0.0382254464285714,0.131417410714286,0.467075892857143,0.36328125,0,0.0873325892857143,0.162946428571429,0.210379464285714,0.328404017857143,0.0496651785714286,0.109654017857143,0.0078125,0.017578125,23,4414,3584,"C182",92
"A6D306","surveil",0.15,0.25,0.2,0.15,0.25,0.2,0.55,0.25,0,0,0.824951909865348,0.110469909315746,0.0467161308051663,0.00467161308051663,0.0131904369332234,0.0126408353943391,0.183566913987359,0.751854905193735,0.0519373454245672,0,0.199505358615004,0.254465512503435,0.155812036273702,0.215443803242649,0.0313272877164056,0.0708985985160758,0.00934322616103325,0.0151140423193185,20,4414,3639,"C182",92
"A6DCEA","surveil",0.0408163265306122,0.0816326530612245,0.193877551020408,0.173469387755102,0.510204081632653,0.0612244897959184,0.0816326530612245,0.306122448979592,0.306122448979592,0.244897959183673,0.0399469339622642,0.112249410377358,0.29322670990566,0.286409198113208,0.268167747641509,0.0328346108490566,0.00571196933962264,0.0162514740566038,0.0792305424528302,0.865971403301887,0.0934183372641509,0.217091686320755,0.320607311320755,0.169848172169811,0.0352299528301887,0.108711674528302,0.0134876179245283,0.0127137382075472,98,4743,27136,"PC12",357
"A72AA1","surveil",0.142011834319527,0.27810650887574,0.171597633136095,0.242603550295858,0.165680473372781,0.118343195266272,0.171597633136095,0.272189349112426,0.355029585798817,0.0828402366863905,0.0825630776917312,0.435360979265551,0.241256557581814,0.112540594554084,0.12827879090682,0.0449038221333999,0.0545840619535349,0.196102922807894,0.592992755433425,0.111416437671746,0.0393454908818386,0.062203347489383,0.242068448663502,0.282975268548589,0.0611416437671746,0.244878840869348,0.0277292030976767,0.0218586060454659,169,4401,16012,"B350",34
"A72E8C","surveil",0,0,0,0,1,0,1,0,0,0,0.16304347826087,0.696640316205534,0.118577075098814,0.0128458498023715,0.00889328063241107,0,0.00197628458498024,0.99802371541502,0,0,0.137351778656126,0.345849802371542,0.41600790513834,0.0197628458498024,0.00790513833992095,0.0158102766798419,0.00296442687747036,0.00395256916996047,2,0,1012,"C182",92
"A7650F","surveil",0,0.3,0.3,0.1,0.3,0.2,0.5,0.3,0,0,0.966095380029806,0.0234724292101341,0.0033532041728763,0.00558867362146051,0.0014903129657228,0.054769001490313,0.0823397913561848,0.668032786885246,0.194858420268256,0,0.349105812220566,0.256706408345753,0.118479880774963,0.0998509687034277,0.0253353204172876,0.0566318926974665,0.00633383010432191,0.00968703427719821,10,4415,2684,"unknown",444
"A7A9D4","surveil",0.104166666666667,0.09375,0.125,0.145833333333333,0.53125,0.0833333333333333,0.166666666666667,0.260416666666667,0.229166666666667,0.260416666666667,0.0958518865713616,0.349224948943721,0.22548461615722,0.133717231912685,0.195721316415012,0.00385014563594362,0.0034818708359838,0.0137935652348589,0.0537011617395962,0.925173256553617,0.0979610967893133,0.189494124342964,0.31125916502059,0.197160936087582,0.0306337674512036,0.112223375405939,0.012521343198634,0.0162710502527704,96,4613,29869,"PC12",357
"A7C090","surveil",0.227272727272727,0.113636363636364,0.204545454545455,0.113636363636364,0.340909090909091,0.363636363636364,0.204545454545455,0.25,0.181818181818182,0,0.517977528089888,0.298555377207063,0.147672552166934,0.0292134831460674,0.00658105939004815,0.00192616372391653,0.0282504012841092,0.487479935794543,0.482182985553772,0.000160513643659711,0.102568218298555,0.201765650080257,0.320706260032103,0.240609951845907,0.0221508828250401,0.0587479935794543,0.00497592295345104,0.0130016051364366,44,4415,6230,"T206",418
"A7E68F","surveil",0.280898876404494,0.123595505617978,0.179775280898876,0.0674157303370786,0.348314606741573,0.674157303370786,0.269662921348315,0.0449438202247191,0,0.0112359550561798,0.495926825782478,0.358725167929112,0.123552951264828,0.0186508503644419,0.00314420465913963,0.0157210232956982,0.338216378447906,0.64477633271402,0.0012862655423753,0,0.229884236101186,0.276690010004288,0.228526511362012,0.13334286122624,0.0103615835358011,0.0343718736601401,0.00800343004144633,0.0173645848220666,89,4414,13994,"C182",92
"A7EEBE","surveil",0.147368421052632,0.289473684210526,0.173684210526316,0.221052631578947,0.168421052631579,0.0894736842105263,0.189473684210526,0.357894736842105,0.326315789473684,0.0368421052631579,0.0772628106209759,0.369871760761986,0.247751822487096,0.112967594317033,0.192146011812909,0.0415580269249189,0.0814132921832597,0.132762198691002,0.53126163997233,0.213004842228489,0.0463470441121694,0.0808279678603735,0.238865535039642,0.304421859202895,0.0551801202575427,0.213590166551375,0.0234129729154472,0.0187303783323578,190,4410,18793,"B350",34
"A7EEC5","surveil",0.265822784810127,0.126582278481013,0.0759493670886076,0.0379746835443038,0.493670886075949,0.329113924050633,0.316455696202532,0.278481012658228,0.0253164556962025,0.0506329113924051,0.492401746724891,0.314759825327511,0.149819089207735,0.0287960074859638,0.0142233312538989,0.00930754834684966,0.017117903930131,0.0942482844666251,0.862133499688085,0.0171927635683094,0.191590767311291,0.333025577043044,0.259039301310044,0.0725888958203369,0.0168184653774173,0.0606862133499688,0.0103306300686213,0.00825951341235184,79,4414,40075,"C206",96
